,text,label
165,""""""" with the financial support from the eu , we will be able to assist voluntary return and reintegration of 500 ethiopian migrants stranded in tanzania by the end of this year , """" he told government officials from tanzania , kenya , ethiopia and iom missions .""",0
166,pm defends record of helping poor families,1
167,"mr hill suggested using innovative marketing methods , such as recipe ideas which incorporated second grade cuts , or even pre-packaged meals for time-poor families .",0
168,""""""" the truth of the matter is that illegal immigrants from the african continent were way down on the list at number seven . the total number of african immigrants that have been deported from 2010 to now is 70 persons . seventy african deportees in four , nearly five , years , against 734 guyanese . """"""",0
169,"warsaw : a cold wave across europe has left at least 23 dead in the past two days , including several migrants and homeless people , authorities said saturday , with the frigid temperatures expected to continue through the weekend .",0
170,""""""" as one reporter said , and pointed out rightly , you can find your phone in the back of the taxi with an app , so how do you lose a plane ? are they actually telling us everything ? i 'm starting get a angry about the whole process and i ca n't imagine those poor families in beijing , they 're now on unfamiliar territory and getting nothing . """"""",1
171,"the limpopo river forms the border between south africa and zimbabwe and is a well known transit point for illegal immigrants moving between both countries but the news of it becoming a smuggling point for cars is a surprise development , our correspondent says .",0
172,"he finally made the breakthrough in the senior championship events with the indomitable hurricane fly in the 2011 champion hurdle . a year later , the exceptional french flat recruit could n't cope with rock on ruby , but in 2013 he returned to his tenacious best when fighting back from a seemingly hopeless position under the pump of walsh to double up in thrilling style .",0
173,"""with the spotlight on her at the un , the prime minister started her speech by saying : """" this is the 14th time i am addressing the un general assembly . and this time i have come here with a heavy heart . i have come here just after seeing the hungry , distressed and hopeless rohingyas from myanmar who took shelter in cox 's bazar , bangladesh . """"""",1
174,"far more important than the implications for the economy gods ( is the dollar up or down ? ) last night 's outcome will also mean many , many vulnerable new zealanders will have a better life over the next three years at least .",1
175,"the drop in centre in eruera street needs urgent permission to also serve as an over night shelter until other options are ready , according to the rotorua district residents and ratepayers association , so that the homeless currently sleeping rough survive the winter .",1
176,"the flames are not a perfect team , and maybe mike smith staying healthy all year gets them to the playoffs anyway with his stellar even strength save percentage , but this has to be a bitter pill for the flames organization to swallow . it is n't like there are major off-season mistakes by the front office to point to , nor has the coaching staff been terrible and in need of being replaced .",0
177,"at the end of the discussion , coping mechanism was discussed and a few protection cases were identified . furthermore , separate counselling sessions were conducted with females that were in need of psychosocial support .",0
178,"according to the law , they have to form a three-member standing inquiry committee with at least one woman member to handle cases of sexual harassment so that both men and women can earn halal living in a respectful manner .",0
179,""""""" present government is dedicated in solving the problems of disabled soldiers . but , misusing the freedom prevailing under the present government is a matter of concern , """" the state minister said .""",1
180,"in the midst of all these alignments and repositioning , the mass of nigerians have remained poor , unhealthy , uneducated , unemployed , homeless , hungry , destitute and abandoned . but at the first hint of trouble , those with direct access to state resources and those who want direct access will play the ethnic , religious or gender card to achieve the desired result .",1
181,"""he said he had told his officers to """" befriend """" those in need and wanted to modernise his force as crime moved from the public sphere , such as the streets , to the private sphere , in the home and via the internet .""",1
182,"the city government has so much money but it does not provide housing for its homeless people . quezon city is still the squatter capital of the philippines . the city government is overbuilding the quezon city park because it has too much money to spend . why not use that money to establish more parks ? for a city as big as quezon city , it should have a park like manila 's luneta or new york 's central park . it should be able to keep the city neat and clean . it should be able to give its taxpayers more benefits .",0
183,i have been interested and passionate about what i can do to help better the lives of children who are less privileged . i hope to achieve my dream of creating a haven for children in need of education and proper health care .,1
184,"a few of hong kong 's mega rich , have also made a more concerted effort to improve the quality of life of those most in need , however the philanthropic approach adopted by the vast majority of them has its limitations . philanthropy has often created a culture of dependency and has failed to tackle the root causes of social problems . for many organizations , philanthropic investment is viewed as a cost rather than an opportunity .",1
185,"no right-thinking person could seriously consider endorsing a campaign entitled ' team ched ' . but the toxic swill of social media reaction that the evans verdict unleashed was frightening to behold . the woman , who had surely been humiliated enough after finding every facet of her sex life pored over in a courtroom , once more faced a welter of sickening abuse . so , too , did women who sought to speak up for her . a passing glimpse of this ghastly public flogging exposed a fundamental hypocrisy . the recent release of the video recording donald trump making sexually aggressive comments about women has been condemned the world over .",1
186,"he said apart from supporting poor families , the project is also geared to help energetic family members to get jobs under temporarily employment schemes . he said the jobs would be provided during natural disasters .",0
187,valerie siddiq : my heart goes out to all the deceased and the poor families . may god grant us tolerance for all race and religions .,1
188,""""""" mike 's leadership has made nsw the economic and infrastructure powerhouse of the nation . his compassion has also ensured a better quality of life for those most vulnerable .""",1
189,"about 80 percent of tanzanians live in the villages and most are farmers in need of market , a problem that can be easily averted with the broadband connectivity that will allow for online research and marketing .",0
190,"she read out a long report , saying he would be vulnerable in prison because he has prosthetic legs .",0
191,"ivanka trump , who is disengaging from the trump organisation where she is executive vice president , has signalled a desire to be involved in policy , working on pay equity for women and talking to her father about climate change .",0
192,"there should n't be any eviction drive against homeless people and slum dwellers before rehabilitation efforts , speakers at a national dialogue have suggested .",0
193,"from mother ( played by bollywood actress seema biswas of bandit queen fame ) who rejected him and a society that offered no respite , siva was , in a nutshell , a hopeless street vagabond .",1
194,"the portuguese superstar has raised money for various causes , including donating more than $83,000 to a 10-year-old fan in need of brain surgery . he is also a global spokesperson for organisations that tackle issues around childhood hunger , obesity and biodiversity , among others .",1
195,unicef is inviting technology start-ups developing solutions with the potential to improve the lives of the world 's most vulnerable children to apply for funding from its recently launched innovation fund . ... read more,0
196,""""""" malaysia continues to lose talents in these areas . but it 's not just malaysia , in fact , it is across asia pacific . we are losing talents to markets like the us and yet we are in need of these talents . so there continues to be a mismatch , """" says feon .""",0
197,""""""" god bless the victims , all those people and their poor families , and i feel so sorry but i want to tell them it was n't my son who did this , it was a different seifeddine .""",1
198,""""""" we understand that every dollar counts for these families . as such , we are retailing the medicards at fairprice shops which cater to the budget conscious and are partnering with gp clinics near their vicinity to provide greater convenience and accessibility to those in need . """" <h> follow st <h> the straits times""",1
199,"? the demand for bangladeshi low-cost footwear for both men and women is on the rise in the international market , as we produce shoes from high quality finished and crushed leather , ? he said , adding : ? the prices of our products are lower than those of indian and chinese. ?",0
200,fast food employee who fed disabled man becomes internet sensation,1
201,"the move appears to mark the first successful legal challenge to the trump administration and affects those who have arrived in the u.s. with previously approved refugee applications or were in transit with valid visas . similar rulings were later issued in virginia , massachusetts and washington state .",0
202,"many celebrities wore blue ribbons to support the american civil liberties union , which is seeking to shed light on the plight of young immigrants facing the potential of being deported .",1
203,""""""" i have a lot of sympathy for folks who are in need in the city , """" mr edmonds-waters said . """" this has become an extremely expensive city to live in . the divide between those who have and those who do n't is ridiculously ginormous . """"""",1
204,"""he said : """" i think we can consider introducing a negligible telecom surcharge to be entirely borne by the initiator of a call . in order to protect the poor and vulnerable amongst us , we could structure it to only take effect after the third minute of talk .""",1
205,hospitals fill as rohingya refugees shiver through winter,1
206,""""""" at onyx , we care not only for the wellbeing of the guests who stay with us , but also the community that we live and work in . as part of our core value ' rice ' -- which stands for responsible , inspiring , compassionate and enthusiastic -- our team members are inspired to make a difference and contribute to a rewarding environment through volunteerism , """" said mr. simon dell , vice president &amp; area general manager , north asia , onyx hospitality group . """" we are proud to be a trusted partner of st. james ' settlement and receive the recognition . we will continue to observe and address the social needs of our local community , and bring a better living quality to those in need . """"""",1
207,"""this movie gets a lot of slack , from a clunky script to horrific accents , but it 's an irish immigration story that is second only to """" gang of new york . """" it shows the cruelty and injustices that faced irish immigrants in the cold new world and their struggle for a better life .""",1
208,""""""" for the kids , it shows that someone loves them and cares about them to follow up , """" principal sherrie gahn told the las vegas sun after the taping . """" when you live in an existence where everything seems so hopeless , it 's an amazing gift they will never forget . it 's beyond their wildest dreams . """"""",1
209,i only wish they can one day wake up to relise that they were blessed to be born in such influential families to help people in need . they can use their influence to bring better changed in other peoples life .,1
210,"""sandra day o'connor famously had a cushion in her chambers hand-embroidered with the words """" maybe in error but never in doubt . """" of all the memorable qualities o'connor modeled as the first female justice , to my mind the most crucial was her unwillingness to stew or fret over past mistakes or to become immobilized by fears that she did n't know enough . o'connor was often maddening for liberals because she evinced few regrets over her vote in bush v. gore , and she was often content to decide cases as if hers was the only worldview that mattered . but to me , o'connor will always stand for the idea that when in doubt , do n't be in doubt . that 's a useful lesson for women pondering running for office , going to law school , or organizing a protest in the coming years .""",0
211,un protests cameroon expulsion of nigeria refugees,0
212,"meanwhile , state health , welfare , women and family affairs committee chairman dr daroyah alwi said the issue was of great concern since some syndicates were exploiting the disabled , pregnant women and children .",0
213,"the ten wheelchairs were sought for children identified by the host , salvation army to enable them to become mobile , the convener noted . baps charity would go anywhere to donate provided there are found people in need of the donations without any discrimination relating to religion , colour , origins or tribe , he stated .",1
214,"presumably amla might now join those malcontents who thought , with good reason , that south africa should have enforced the follow-on with a first-innings lead of 282 and sought to wrap the game up in three days . after all , only three sides have ever lost a test after putting the opposition back in and , having dismissed sri lanka in 43 overs , south africa 's bowlers were hardly in need of recuperation .",0
215,"savita 's cousin , vanita , a member of the goa junior tchoukball team that secured first place at the national event in 2014 at punjab and third place in mapusa in 2014-15 , could n't escape her fate . she and her family have been rendered homeless , as the machinery flattened her thatched dwelling within a few minutes .",0
216,"""in his remarks , the usaid deputy administrator , alfonso lenhardt , said : """" having served as the u.s ambassador to tanzania , i have seen how improving access to electricity can empower vulnerable communities to escape from the cycle of extreme poverty . """"""",1
217,"""homeless children are """" living like refugees in their own country """" , deprived of the ability to make choices about when they eat , and in many cases suffering high levels of anxiety about their parents ' health .""",1
218,"""hopelessness worse the crisis , the collapse or revolution , for it may be endless . if we organize our political life , it turns out """" landscape of despair """" . but hopelessness is worse the crisis , the collapse or revolution , for it may be endless ... well , see for yourself what ...""",0
219,"""an organisation representing kashmiri pandits on saturday demanded that the centre announce a smart city in kashmir for the displaced community members who have been living a life of """" refugees in their own country """" .""",1
220,"""the couple featured in an interview with elmbridge can , a community group which aims """" to build a culture of welcome to refugees """" and help settle them in the local community .""",0
221,""""""" the offer to take 20,000 syrians is welcome but britain needs to take that desperate group now , not over five years and play a strong part in resolving the refugee crisis in europe , """" he said .""",1
222,"the school is doing fine . it has the total number of 19 teaching staff , 2 administrative staff , 1 librarian and 2 supportive staff . the total number of student is 392 , out of these 97 are from sos children 's village , and 100 are from the scholarship programme and the rest from the community around . the scholarship programme was introduced to rescue children from our target i.e. children from poor families , those at risk of losing parental care and those who have lost their parents . the organization provides them with all school materials including uniforms and exercise books .",1
223,"like previous efforts , the greater jerusalem bill was concerned with demographics . it stipulated that the 150,000 settlers living in the towns and councils in question be considered jerusalem residents , thus enabling them to vote in municipal elections and sway electoral outcomes . simultaneously , the knesset added an amendment to the 1980 basic law : jerusalem , capital of israel , which allows the government to separate areas of the city from the jerusalem municipality while requiring those new administrations to remain under israeli sovereignty . this was clearly intended to discount the 100,000 palestinians living in the neighborhoods of kufr aqab , the shuafat refugee camp , and anata -- which sit behind the separation wall -- by reclassifying them as a sub-municipality and removing them from the census .",0
224,"the chairman of the board of first national , mr charles cofie , expressed the hope that the loan wil the company to reach many more people in need of funds to do business .",0
225,"a refugee is that boy . a refugee is a person , with a story , a life , a family , accomplishments , hardships , hopes and a desire for safety and belonging .",1
226,wheelchairs will be arranged for disabled and sick passengers who will be boarded on the plane by ambo-lifters .,0
227,"new delhi : activists and medical professionals have lauded the government 's move to increase the ambit of the disabled list to offer benefits to acid attack survivors , those suffering from chronic neurological conditions , and haemophilia and sickle cell anaemia patients . this , they said , will help in integrating them into society .",1
228,"defend your dignity as human beings and children of god . do not allow the rich and powerful , who are rich because you are poor , to divide you . they have light and water in their high fenced houses not because they are muslims or christians or that they are from this or that or the other tribe but simply because they are rich . you are poor , homeless , have no road , no water , and your children are sick and illiterate , not because you are christian or muslim or from this tribe or the other , but simply because you are poor . you and your children vote , but their children do not vote because they are abroad . your children beg and die on the streets while their children are abroad fraternizing with those they call unbelievers . they give you a fake religion that enslaves you while they give their own children the religion of education that will liberate them and make them rule over you .",1
229,"besides , most homeless shelters would only allow occupants to stay for 6 months at the maximum , which explains why many homeless people would rather retreat to other options .",0
230,disclosure of the fact that snowden was aided by refugees comes ahead of the release of a film about his saga by well-known american director oliver stone in toronto on friday .,0
231,"nahlah ayed is a cbc foreign correspondent based in london . a veteran of foreign reportage , she 's covered major world events : the refugee crisis across europe , the dying days of iran under international sanctions , and the conflict in ukraine . ayed also spent nearly a decade working in and covering conflicts across the middle east . prior to joining cbc news , ayed was a parliamentary reporter for the canadian press .",0
232,"the number of immigrants settling in new zealand hit a new high in the year ending january , prompting lawmakers to claim the record numbers were stretching infrastructure , social services and housing .",0
233,"file photo of demonstrators marching during an anti-immigrants rally in prague , czech republic , september 12 , 2015 .",0
234,"""prosecutor zoe johnson qc told the court that in may 2011 , a doctor noted that tania clarence , 43 , was """" seriously over-stretched/ under intolerable strain """" from all the medical appointments and daily routine of dealing with the three disabled children .""",0
235,""""""" i will not encourage anybody else to do same . it is not a good song and it can not be classified as a gospel song because christ came to give even the hopeless hope , """" noble nketsiah , who is out with ' meto ' after a long break , added .""",0
236,"the rda 's actions , whilst creating a stir in colombo society , are symptomatic of a much deeper national issue that mostly affects poor and vulnerable citizens . unfortunately , the woes of the poor are rarely heard . unaware of the laws and their rights , they do not have the means to hire lawyers and spend years in court to seek just compensation .",1
237,"azizi , among millions of afghan refugees , shifted to pakistan after the soviet union invasion of afghanistan . the first wave of afghan refugees to pakistan began at that time in the late 1970s . by the end of 2001 , there were more than four million afghan refugees in pakistan .",0
238,"""but he said when the company sent him his refund , they 're going to give all of the money to a group in columbus that helps the homeless . """" we 're just going to donate it directly to that group and let them help other homeless people , because that 's what was intended to happen , """" he said .""",0
239,providence village will be a space for the sisters to continue their mandate of caring for the poor and meeting the needs of the vulnerable . the village will be a hub for offering services to vulnerable populations in kingston .,1
240,"women are plentiful at the lower levels of academia but they get stuck there and rarely advance to professor . it is a lonely field and a lot of women feel very isolated . in many jobs , there is paid leave to support women who take time off to care for sick children . in academia , when your time is effectively your own , the flexibility is often envied . but time off eats into research , reduces publication rates and limits promotion possibilities .",0
241,the simulation began with officers taking 11 illegal immigrants back to the mainland .,0
242,"if we consider the percentage of eu immigrants in each eu country , the uk is at the upper end of the distribution , but it is on par with many other eu members , and it is far from having the most eu immigrants per capita .",0
243,"and let 's acknowledge that 20-something wives and mothers are met with a shocking lack of support and an unacceptable level of judgment , which leaves young women feeling hopeless and discouraged .",1
244,""""""" we came into power to govern the country under the ' yahapalanaya ' concept . we do n't govern the country by killing and hurting people . no one is allowed to establish a military dictatorship in the country . as a buddhist country , we have been following buddhist ethics since birth . we are not in need of a military dictatorship . we must stand against those who are want to establish a hitler type leadership which disregards other races and religions . we should not be afraid to make decisions . when i was the minister of ports , i was not afraid to sack thieves . i follow the same procedure in the petroleum ministry , too .""",0
245,"our judicial system works , we have a free press , a wonderful , best in the world constitution , and our press is free . we must be very grateful for these huge benefits . the blacks want all our farmland without compensation . give it to them . let the farmers flock into the cities and make a new life for themselves . with their resilience i am sure it will not be so difficult for them to establish a new , happy and productive life . they will have no money but the clothes on their back to start off with , but that is what so many immigrant americans had to face . through guts , determination and sheer will power , they rose above it all , and look what america is today .",1
246,- coordinate with the private sector to donate skimmed milk powder and diapers to the newborn babies of poor families .,1
247,"but joan was happier than she had ever been , hopelessly in love with her adventurous husband , their ultra-adventurous life and their home on lake naivasha .",0
248,"canete also predicted the eu would seek new alliances from the world 's largest economies to the most vulnerable island states , as well as us businesses and individuals supportive of the accord .",0
249,"what we have instead observed has been an ever-escalating education arms race , in which the poorest children have ended up hopelessly ill-equipped to fight . the signs are all around us : the booming billion-pound industry of private tutors paid to boost pupils ? ? ? grades ; the sharp-elbowed tiger parents stopping at nothing to get their children into the best schools , and the stressed-out students trying to navigate a complex and often baffling university admissions system .",1
250,"the organizing committee also confirmed that russian low-income citizens , including families with many children , orphans and disabled people , will be able to visit the confederations cup matches for free .",1
251,muslim youtuber gives christmas presents out to homeless people,1
252,"as part of the challenge , king joined up with two other families to help the homeless on thanksgiving day . she took her three children downtown this afternoon to give a blanket , coat and a home-cooked meal to homeless families they ran into . she also included a bracelet and card .",1
253,"the rehabilitation of the health center is underway , but at huge cost to the community because of absence of an alternative for residents in need of healthcare . thus , members of the community are condemned to continue to use the health care center even as it is under rehabilitation . but now , they are receiving treatments for their various ailments not inside the wards , but in the open compound of the facility . patients lay on mattresses or mats under a tree within the unfenced compound of the health centre to receive treatments .",1
254,"""yet they find a reason to keep their wealth out of reach . they see hunger , gory poverty , decadence , death and hopelessness around them all the time , yet all they do is , keep so much away from humanity . it is honourable to be rich but it is even more honourable to be generous , let alone fair . like the old bible says , """" to whom much is given much is expected . """"""",1
255,vast swathes of south african land are owned by government and are not utilised or are underutilised . government can easily transfer much of this land to deserving poor families and communities .,1
256,"tunisia , from mali to sri lanka , from nepal to south sudan , the un has advocated for inclusive and genuine consultations with victims and affected groups , especially women , girls and those who are far too often excluded and marginalized .",0
257,"children born to poor families deserve that experience just as much as rich ones . regulators who lie with every second breath , can not be expected to understand . <h> anonymous",1
258,"but kids fall through the cracks . if they move around a lot between schools - as kids from poor families very often do , due to precarious housing - they can go years between check-ups .",1
259,to mark the international day of persons with disabilities satkhira district administration and department of social services hold a grand rally in the district town yesterday dhaka tribune <h> international day of persons with disabilities was observed across the country yesterday with a call for removing all barriers of the disabled and working for their welfare .,1
260,"the government treats the welfare of the old and the disabled as a burden . therefore , we have a care policy based on exploitation . <h> support independent media <h> partner with hkfp <h> what is hong kong free press ?",0
261,"muniba 's was n't an easy journey and yet she challenged norms and mindset and changed her adversity to an opportunity . in december last year she was named pakistan 's first female national goodwill ambassador for gender equality and women 's empowerment by the un and she is an active speaker for the rights of disabled people in pakistan . in fact , she was also the first wheel chair bound model to campaign for toni &amp; guy pakistan and is also brand ambassador for the body shop pakistan . but above all , muniba is a loving mother fulfilling all her responsibilities to tee . clearly , there is no stopping her .",1
262,"the games are also in line with emperor gaza international foundation 's objectives of empowering the disabled , the marginalized rural forks , women , children and the aged , under-privileged , unfortunate ones in society by inculcating in them the can-do spirit , in order to integrate them into the mainstream society , for them to play an active role in the overall development of the world .",1
263,"the actor , who will be seen later this month in avengers : infinity war , found himself called upon to make the day of a young fan in need . on wednesday , he hung out with jacob monday , who is a 16-year-old from upstate new york who has terminal cancer . the teen , who has a rare form of bone cancer , has a bucket list he 's working through and it included meeting his favorite movie star .",1
264,search <h> singapore 's big developers vulnerable to shocks amidst rising debt,0
265,"vatican city : to suffer and empathize together with others , drawing close to them to help restore their dignity : this is the attitude that the christian should before those who suffer and are in need , said pope francis during mass this morning at casa santa marta , commenting on today 's gospel from luke dedicated to the account of christ 's resurrection of nain 's son .",1
266,""""""" i visit her during midweek and we talk extensively on issues affecting the world . she fights for the vulnerable and normally sends me to deliver messages to the world . """"""",1
267,"fashions good and bad such as in trousers tied so low backsides showing . or dresses and skirts cut so high if a girl reaches out to pick up something from a shelf or cupboard her undies are exposed for the world to see . lavish lifestyles for the rich and famous in which they spend millions of dollars in attire , luxury vehicles on land and sea , et cetera while fellow americans wallow in misery , jobless , hungry and homeless .",1
268,"""london - angelia jolie has urged people to """" unite """" in order to """" overcome the global refugee crisis """" .""",1
269,hope reins pairs rescued horses with kids in need <h> the faith-based organization offers equine counselors to children who have faced abuse and neglect,1
270,even hearing impaired orphan girls from government women 's home got married during the swayamwaras. ? all the married hearing impaired couples are living happily and have given birth to around 600 normal children . the education of some of these children from poor families is even sponsored by the trust .,1
271,seattle 's tax would charge companies about $275 per full-time worker each year and raise roughly $48 million a year for affordable housing and homeless services . it would target businesses making at least $20 million in gross revenue and take effect in january .,0
272,"trevor hagan/winnipeg free press john donovan , northern region director of the addictions foundation of manitoba : ? many of them are feeling pretty hopeless. ?",1
273,""""""" the government has even provided them with land plots on the outskirts of the city but they have been reluctant to leave these vulnerable areas , """" he explained .""",0
274,""""""" we told the president of the maldives we can transform you from climate refugees to climate innovators , """" said paul van de camp , ceo of dutch docklands .""",1
275,"""she remembers how hard being homeless hit her . she remembers , too , how she would try and act as mad as possible to intimidate people and stop them from coming close to her . she would turn as she walked and make loud noises so that people would leave her alone . how did she manage not to lose sight of her future while she was struggling for survival ? """" i handled my situation of being homeless pretty easily , """" she says with a bit of distance . """" i had football to focus on . i wanted to represent my country and i was n't going to let anything get in the way . """"""",1
276,""""""" the debate has focused on long-term chronic pain management , while placing too little emphasis on the acute pain needs of thousands of australians who use these low dose codeine analgesics safely and appropriately , """" says the guild .""",0
277,"""clearly women are still required to take men 's permission for what are their basic rights , and must """" carry their modesty """" -- an ambiguous concept . at the same time , the community 's men have accepted women going out and attending various activities for the simple reason that it brings home extra income .""",0
278,the reasons why are the same reasons why anybody else can become homeless .,0
279,"ms elham mumuni , the programme manager of cikod , a non-governmental organisation , said the training would equip the women to produce good quality baskets of the international standards to enable them to attract ready markets and good prices for their produce .",0
280,""""""" there is a deep-rooted anger which is a legacy of apartheid but there 's also a new resentment towards former comrades who are doing so well when so many lead useless and hopeless lives , """" he said .""",0
281,""""""" when i started , there were hardly any women in business . today we have women leading fields in the government and corporate sector who are doing very well . i also know that wcic is helping women in need to build up their lives and to start businesses . i wish them the best , and i thank wcic for the awards , """" said mrs. pestonjee .""",1
282,"""the phone booth and minority report actor is a patron of the irish homeless street leagues - in his own words """" they provide provide an opportunity for those who are living without a roof over their head , or a warm bed to sleep in , to feel like they 're a part of a community , that they 're included and empowered in their lives """" - so his views on the issue of homelessness are just as valid as any expert or politician .""",1
283,homeland star mandy patinkin : fighting for refugees more important than acting,1
284,kate has also worked to help liverpool 's homeless community by handing out gift boxes to women who are sleeping rough .,1
285,"having left mexico as a 14-year-old , he fretted about returning to his violent home state of michoacan . with trump taking a tough stance on undocumented immigrants , he ruled out a common path for many deportees - back into the united states .",0
286,"""it said in a statement that observer status meant it could """" engage at the commission as a recognised ngo and speak on our own behalf and in our own name . further , it contributes to the recognition of the rights of women human rights defenders to defend human rights and to the recognition of sexuality and gender . """"""",0
287,""""""" laws are passed that shun the poor , show no forgiveness for those who break the law and discriminate against immigrants and minority communities . """"""",0
288,"the next immediate problem that cropped up was how to assist the unfortunate couple , as neither of them possessed a birth certificate , a marriage certificate , or even an identity card . the samurdhi officer dhanapala lamented explaining how agonizing it was for him to bear , when he came across the majority of poor families in the village did not possess even an id to assist them officially .",1
289,""""""" so , i just wanted to say to the person who apparently taught the wrongdoer a life lesson , thank you very much for being a role model for some child in need of guidance , and following through with love . """"""",0
290,"during the raids , residents found paraphernalia used by witch doctors to ' treat ' their patients . pictures of church pastors , women , and men from neighbouring areas were also found in one of the homes that was raided by more than 300 residents .",0
291,"the bbc is an invaluable , incomparable national asset . since 1922 , the public service broadcaster has saved lives , liberated minds , sustained the hopeless and provided fantastic entertainment . in uganda , my birthplace , we listened to bbc bulletins as faithfully and often as we prayed to god .",1
292,un app lets you know what life as a refugee is like,1
293,"today many of the women who went to war are shunned and live in slums , scraping by for survival , often by prostituting themselves for a few dollars .",0
294,analysis shows latest wireless routers maybe vulnerable to hackers,0
295,"he lost both his parents within a month of each other , and now a young tauranga man is facing the prospect of becoming homeless .",1
296,""""""" we need to grow the economy in a way that we are helping those that are struggling -- families that are going to difficult times , and those that are in vulnerable situations , """" he said .""",1
297,"""the day before , a friend had uploaded a photograph to facebook of assali feeding homeless people on the streets of berlin . the caption below read : """" acts of kindness : a syrian refugee mans a food stand for the homeless , to ' give something back to the german people ' . """"""",1
298,"in september , major nottle set off on foot from melbourne to canberra to plead for a national solution to the homeless problem .",1
299,""""""" evros is not just the border , """" he said . """" evros is here in thessaloniki . they are here , homeless , without any provision of service . """"""",1
300,"an immigrant to a developed country lives in two worlds . in the metropolitan societies he encounters a different way of looking at things . he develops new ideas , gains a new confidence . in the new country there are opportunities , he gets accustomed to a good standard of living . yet he is an outsider , not fully assimilated , ethnicity and culture sets him apart from the mainstream . he yearns for familiarity , his roots . the idea of retiring to the original country comes to him .",1
301,"that is why he encouraged citizens to give their time , talent and resources to help those in need , he said .",1
302,"currently , the u.s. receives a lot of immigrants without a college degree or with imperfect english . about half of immigrants fit either description .",0
303,""""""" he joked to us that he was going to be the most famous disabled man in africa , and now he 's on stage around the world and he has made that dream come true .""",0
304,he has also criticised the government 's resistance to opening the door to immigrants as a way to address a shortage of workers as japan 's population ages and shrinks .,0
305,farooqui said women 's groups were demanding fast-track courts to deal with rape and other crimes against women .,0
306,he wants more done now to help those in need .,1
307,""""""" we share a global responsibility to respond to this crisis . we commend others who have acted in a compassionate and generous way , especially the government of bangladesh and host communities in the region who continue to provide safe refuge to their neighbours in need , """" he said .""",1
308,he said he is thrilled to be participating in what really is a life changing opportunity for the country 's children who were at one time homeless abandoned and without hope .,1
309,"""even people with disabily have the rights to be beautiful . just like other women , mee eng loves dressing up nicely and going for shopping trips . due to atrophy in both of her legs , she is required to wear shoes which are custom-made but in order to make it possible for her to wear different kinds of trendy shoes , she """" modifies """" them herself by inserting shoe pads made from paper slippers into regular shoes .""",1
310,"""as a child , i have always been told to give to those who are in need . i have been raised up to believe that if i do n't give to the needy , i will find my way to hell . due to these teachings that has been imbued in me , i have been generally been sympathetic to the needy . after all it is said in the holy scriptures that """" there is blessing in giving than receiving """" . growing up , i have however disabused my mind of this notion . i am just tired of seeing a familiar face beg on the street for far too long , i am tired of giving money to a beggar who asks me for money today and yet shamefully ask me for help again when he or she meets me on the next day .""",1
311,"he said that when this policy was framed , the country was really in need of this policy .",0
312,dennis insisted that his initiative was not in any way sponsored and was purely driven on his desire to help out women in need .,1
313,"when you see others in need , support them .",1
314,""""""" stateless """" is the story of a forgotten group of vietnamese refugees who spent over 16 years in the philippines waiting for resettlement . caught at the low tide of compassion fatigue by the international community , which led to the closure of refugee camps in southeast asia in the early 1990s , the refugees found themselves lost with no country to call home .""",1
315,""""""" every family which qualifies for the program should be covered . every child in poor families must be placed and kept in school , and they should enjoy health and nutrition assistance , romualdez said .""",1
316,"motsepe and his wife precious created the motsepe foundation in 1999 to help create new jobs , support education , and improve the lives of children , the unemployed , and the disabled , among others .",1
317,"the three girls were found dead in a trough , 2.5 foot deep , inside their house in orangi town on october 15 . fifteen-year-old uzma , 12-year-old sumaira were disabled as they suffered from polio while the youngest nisha , 8 , also bore signs of the condition .",0
318,"during the course of their investigation , local media report that a drug lab was discovered . the police were called while emergency services disabled the gas and the area was evacuated . it is believed firefighters came across a hydroponic marijuana growing lab within the building , including propane tanks .",0
319,"as the world commemorates the day of the african child today , it is worth reflecting on how we can ensure that children from poor families receive social protection , empowerment and equal opportunities in education .",0
320,"the now-73-year-old man , who hails from constitution hill , st andrew , explained that he had allowed some people to live on his premises , rent-free , because they were in need of help , but it backfired on him .",0
321,"the tales of decrepit and/or no police service vehicles at police stations across the country have become a common cry on radio talk shows . a civilian who called rjr 's hotline radio programme last wednesday complained that the lone vehicle at the waterford police station in st catherine was down -- in need of a head gasket . that same head gasket , the caller said , had already been repaired by a senior officer at the station who dipped into her own purse before , but just could n't afford it this time .",0
322,"in the wake of trump 's november 8 election victory , de blasio said the city would delete from its data base by year-end the names of hundreds of thousands of undocumented immigrants who have received a city id card , so they can not be identified or deported by the incoming administration .",0
323,"""it is hard to imagine how someone can go from having a home one day and be out on the street the next week . many homeless start out with jobs and stable residences . but then , social and particularly money shortage , """" economic necessities """" cause a rapid and deteriorating change .""",0
324,""""""" this nostalgia of homelessness is the fate of my generation and tribe . i am not the only one walking on this pathway of anguish , a whole caravan of wounded souls is walking with me . """" ( ashfaq ahmed )""",1
325,battling homelessness through fashion is the business model of two messiah college graduates who are donating some profits from their new clothing company to help people on the streets .,1
326,"shouting at the officer , she said she had nowhere else to park and that she was buying food for her disabled husband .",0
